Course Name,Company Offering,Skills Gained,Ratings,Number of Ratings
Excel Skills for Business: Intermediate I,Macquarie University,"Business Analysis, Data Analysis, Microsoft Excel, Spreadsheet Software, Plot (Graphics), Databases",4.9,17000
"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,"Security Engineering, Strategy and Operations, Change Management, Audit, Leadership and Management, Risk Management",4.7,3000
Write Your First Novel,Michigan State University,,4.3,298
Introduction to Technical Writing,Board Infinity,Writing,3.9,30
"AI, Business & the Future of Work",Lund University,"Leadership and Management, Strategy, Algorithms, Human Computer Interaction, Human Resources, Machine Learning, Machine Learning Algorithms, Business Process Management, Human Learning, Machine Learning Software",4.7,450
Deep Neural Networks with PyTorch,IBM,"Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Mathematics",4.4,6000
International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,,4.8,1000
GPU Programming,Johns Hopkins University,"Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",2.7,85
ØªØ­ÙÙÙØ§Øª Ø§ÙØ¨ÙØ§ÙØ§Øª ÙÙ Google,Google,"Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",4.8,185
Coaching Skills for Managers,"University of California, Davis","Leadership and Management, Human Resources, Communication, Employee Relations, People Management, Leadership Development, People Development, Performance Management, Professional Development, Organizational Development, Talent Management, Business Psychology, Emotional Intelligence, Problem Solving, Training, Entrepreneurship, Strategy and Operations",4.8,6000
Linear Algebra from Elementary to Advanced,Johns Hopkins University,,4.7,33
Marketing digital e e-commerce do Google,Google,"E-Commerce, Marketing, Search Engine Optimization",4.9,185
Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,"Entrepreneurship, Leadership and Management, Innovation, Strategy, Strategy and Operations, Research and Design, Creativity, Critical Thinking, Marketing, Business Psychology, Decision Making, Business Analysis, Communication, Human Learning, Problem Solving, Product Development, Sales, Collaboration, Emotional Intelligence, Influencing, Product Strategy, Human Resources, People Management, Storytelling, Entrepreneurial Finance, Product Marketing, Experiment, Finance, Writing",4.8,2000
Software Development Lifecycle,University of Minnesota,"Software Engineering, Design and Product, Agile Software Development, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Professional Development, Search Engine Optimization, Investment Management",4.7,2000
Akamai Customer Consulting and Support,"Akamai Technologies, Inc.","Computer Security Incident Management, Mobile Security, Network Architecture, Network Security, Operations Management, Risk Management",4.8,53
Akamai Network Engineering,"Akamai Technologies, Inc.","Computer Security Incident Management, Mobile Security, Network Architecture, Network Security, Operations Management, Risk Management",4.8,52
Aspectos bÃ¡sicos del diseÃ±o de la experiencia del usuario,Google,"Research and Design, User Experience, User Experience Design, Leadership and Management, Persona Research, Creativity, Interactive Design, Reinforcement Learning, User Research, Visual Design",4.9,3000
Deploying Machine Learning Models in Production,DeepLearning.AI,"Applied Machine Learning, DevOps, Devops Tools, Machine Learning, Machine Learning Software, Cloud Computing, Google Cloud Platform, Other Cloud Platforms and Tools, Performance Management, Strategy and Operations, Tensorflow, Kubernetes",4.5,318
"Decisions, Decisions: Dashboards and Reports",Google,"Business Intelligence, Data Model, Data Visualization, Tableau Software",4.8,516
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,,4.7,606
Finance for Non-Finance Professionals,Rice University,"Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management",4.8,6000
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,"C Programming Language Family, Computer Programming, Data Structures, Theoretical Computer Science",4.7,9000
Innovation Management,Erasmus University Rotterdam,"Creativity, Innovation, Leadership and Management",4.7,2000
Introduction to Agile Development and Scrum,IBM,"Software Engineering, Agile Software Development, Scrum (Software Development), Leadership and Management",4.9,6000
Using Python to Access Web Data,University of Michigan,"Computer Programming, Computer Programming Tools, Programming Principles, Python Programming, Data Structures, Web Development, Web Development Tools, Computational Thinking, Computer Networking, HTML and CSS",4.8,44000
Introduction to Google SEO,"University of California, Davis","Critical Thinking, Digital Marketing, Marketing, Search Engine Optimization, Social Media, User Experience, User Research, Web Development Tools, Algorithms, Strategy, Strategy and Operations",4.6,9000
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,,4.8,1000
Financial Accounting Fundamentals,University of Virginia,"Account Management, Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Cash Management, Financial Management",4.8,5000
Leading Diverse Teams & Organizations,University of Michigan,"Communication, Leadership and Management",4.7,379
Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,,4.7,4000
Conflict Management,"University of California, Irvine","Collaboration, Communication, Conflict Management, Leadership and Management",4.4,2000
Essentials in Clinical Simulations Across the Health Professions,The George Washington University,Training,4.8,986
Security Awareness Training,ISC2,"Human Factors (Security), Security Engineering, Security Strategy, Software Security, System Security, Network Security, Security Software, Cyberattacks, Human Computer Interaction, Mobile Security",4.7,2000
Auditing I: Conceptual Foundations of Auditing,University of Illinois at Urbana-Champaign,"Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance",4.7,542
Introduction to Financial Engineering and Risk Management,Columbia University,"Finance, Mathematics, Probability & Statistics, Risk Management, Securities Sales, Securities Trading",4.6,179
First Principles of Computer Vision,Columbia University,"Computer Vision, Mathematics, Algebra, Algorithms, Computational Thinking",4.7,164
Introduction to Computers and Operating Systems and Security,Microsoft,"Cloud Computing, Computer Architecture, Operating Systems, System Security",4.8,673
Advanced Machine Learning on Google Cloud,Google Cloud,"Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Machine Learning Software, Cloud Computing, Artificial Neural Networks, Tensorflow, Cloud Platforms",4.5,4000
FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,"FinTech, Finance, Risk Management, Banking, Leadership and Management, Innovation, Regulations and Compliance, BlockChain, E-Commerce, Financial Analysis, Business Process Management, Data Analysis, Payments, Business Development, Computer Security Incident Management, Financial Accounting, Human Factors (Security)",4.7,782
HTML and CSS in depth,Meta,"Front-End Web Development, HTML and CSS, Javascript, React (web framework), Web Design, Web Development",4.7,4000
Entrepreneurial Finance: Strategy and Innovation,Duke University,"Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel",4.5,3000
Programming with Google Go,"University of California, Irvine","Computer Programming, Programming Principles, Software Engineering, Theoretical Computer Science, Computational Thinking, Critical Thinking, Algorithms, Data Structures, Problem Solving, Computational Logic, Operating Systems, Software Architecture, System Software, Application Development, Computer Architecture",4.6,7000
Gamification,University of Pennsylvania,"Game Theory, Critical Thinking, User Experience, Business Psychology, Strategy, User Experience Design, Human Learning, Marketing Psychology, Problem Solving, Product Design",4.8,4000
CertNexus Certified Artificial Intelligence Practitioner,CertNexus,"Machine Learning, Training, Data Analysis, Deep Learning, Regression, Software Testing",4.7,177
Introduction to Programming with MATLAB,Vanderbilt University,"Computer Programming, Matlab, Problem Solving, Programming Principles",4.8,17000
AI Engineering,Scrimba,Computer Programming,4.5,13
Accounting: Principles of Financial Accounting,IESE Business School,"Accounting, Financial Accounting, Finance",4.8,3000
Supply Chain Management and Analytics,Unilever,"Data Analysis, Data Visualization, Leadership and Management, Problem Solving, Risk Management",4.7,11
Blockchain Revolution in Financial Services,INSEAD,"BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Contract Management, Entrepreneurial Finance, Financial Accounting, Financial Management, Problem Solving, Security Strategy, Data Management",4.7,942
Core Java,LearnQuest,"Computer Programming, Java Programming, Programming Principles, Software Engineering, Computer Programming Tools, Problem Solving, Software Engineering Tools, Application Development, Data Structures, Web Development, Mathematical Theory & Analysis, Computer Networking",4.6,2000
Machine Learning,University of Washington,"Machine Learning, Algorithms, Machine Learning Algorithms, Human Learning, Applied Machine Learning, Statistical Machine Learning, Python Programming, Probability & Statistics, Regression, Data Analysis, Machine Learning Software, Mathematics, Exploratory Data Analysis, Computer Programming, Decision Making",4.6,16000
Circular Economy - Sustainable Materials Management,Lund University,"Business Design, Business Transformation, Product Design, Product Strategy, Strategy, Innovation, Research and Design",4.8,8000
Greek and Roman Mythology,University of Pennsylvania,Culture,4.8,3000
Python Basics,University of Michigan,"Computer Programming, Python Programming, Problem Solving",4.8,17000
Transforming the Fashion Business,"Parsons School of Design, The New School","Leadership and Management, Research and Design, Brand Management, Design and Product, Strategy and Operations, Supply Chain Systems, Supply Chain and Logistics, Innovation, Marketing, Product Management, Collaboration, Communication, Entrepreneurship, Retail Sales, Sales, Strategy, Business Design, E-Commerce, Interactive Design, Product Lifecycle, Forecasting, Merchandising, Product Design, Visual Design",4.7,459
Evaluations of AI Applications in Healthcare,Stanford University,,4.6,202
AI For Everyone ï¼ãã¹ã¦ã®äººã®ããã®AIãªãã©ã·ã¼è¬åº§ï¼,DeepLearning.AI,"Applied Machine Learning, Deep Learning, Machine Learning, Machine Learning Software, Business Analysis, Business Process Management, Data Analysis, Human Learning, Machine Learning Algorithms, Artificial Neural Networks",4.7,248
The Fundamentals of Personal Finance,SoFi,"Finance, Planning, Risk Management, Financial Management, Cash Management, Accounting, Taxes",4.6,241
Social Media Marketing,Northwestern University,"Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, Customer Success, Investment Management, People Management, Persona Research",4.6,3000
Digital Marketing Strategy and Planning,Digital Marketing Institute,"Digital Marketing, Marketing, Strategy, Strategy and Operations, Communication, Media Strategy & Planning, Customer Relationship Management, Leadership and Management, Market Analysis, Planning, User Experience, Market Research, Social Media",4.6,389
Introduction to Git and GitHub,Google,"Collaboration, Computer Programming, Python Programming",4.8,2000
TensorFlow: Data and Deployment,DeepLearning.AI,"Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Algorithms, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Front-End Web Development, iOS Development",4.6,4000
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,"Big Data, Cloud Computing, Cloud Platforms, Google Cloud Platform, Human Learning, Machine Learning",4.7,16000
Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,"Contract Management, Critical Thinking, Leadership and Management, Regulations and Compliance, Business Communication, Decision Making, Employee Relations, Negotiation, Customer Relationship Management, Reinforcement Learning",4.8,1000
Astronomy: Exploring Time and Space,University of Arizona,,4.8,6000
Generative AI Primer,Vanderbilt University,,4.7,93
Healthcare Organization Operations,Rutgers the State University of New Jersey,"Leadership and Management, Organizational Development, Strategy and Operations, Communication, Business Process Management, Operations Management, Professional Development, Business Development, Business Communication, Strategy, Business Analysis, Clinical Data Management, Leadership Development, Process Analysis, Critical Thinking, Human Learning, Operations Research, People Analysis, Data Analysis, Entrepreneurship, Human Resources Operations, Probability & Statistics, Spreadsheet Software",4.6,588
Wind Energy,Technical University of Denmark (DTU),,4.7,1000
Advanced React,Meta,"Web Development, Front-End Web Development, Javascript, React (web framework), Web Design",4.6,935
Sustainable Fashion,Copenhagen Business School,,4.8,703
Introduction to Psychology,University of Toronto,,4.9,5000
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,"Finance, Investment Management, Leadership and Management, Financial Analysis, Financial Management, Mathematics, Risk Management, Statistical Analysis, Market Analysis, Correlation And Dependence",4.6,741
Agile Leadership,University of Colorado System,"Leadership and Management, Business Psychology, Entrepreneurship, Communication, Strategy and Operations, Leadership Development, Change Management, Organizational Development, Project Management, Adaptability, Collaboration, Emotional Intelligence, Human Resources, Resilience, Business Transformation, Strategy, Business Communication, Professional Development, Scrum (Software Development)",4.8,4000
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,UniversitÃ  Bocconi,"Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Business Transformation, Critical Thinking, Business Process Management, Change Management, Employee Relations, Innovation",4.7,782
CAD and Digital Manufacturing,Autodesk,"Design and Product, Product Design, Feature Engineering, Computer Graphics, Interactive Design, Computer Graphic Techniques, Graphics Software, Research and Design, Software Engineering Tools, Graphic Design, Visualization (Computer Graphics), Hardware Design, Product Development, Visual Design, Geometry, User Experience Design, Strategy and Operations, Communication, Decision Making, Product Management, System Software, Collaboration, Computer Programming, Other Cloud Platforms and Tools",4.7,5000
Developing Front-End Apps with React,IBM,"Front-End Web Development, Javascript, React (web framework), Web Development",4.3,371
Object Oriented Programming,University of London,Computer Programming,4.7,89
Social Media Marketing in Practice,Digital Marketing Institute,"Marketing, Communication, Digital Marketing, Social Media, Strategy, Media Strategy & Planning, Brand Management, Advertising, Strategy and Operations, Leadership and Management, Influencing, Marketing Management, Problem Solving",4.5,339
Excel for Beginners: Introduction to Spreadsheets,Coursera Project Network,Microsoft Excel,4.6,79
Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,"Critical Thinking, Innovation, Leadership and Management, Problem Solving, Strategy, Business Transformation, Collaboration, Entrepreneurship, People Development, Professional Development",4.8,3000
Home-Based Child Care,The State University of New York,"Communication, Creativity, Leadership and Management",4.7,50
Write Professional Emails in English,Georgia Institute of Technology,"Writing, Business Communication, Professional Development",4.8,17000
Introduction to Microsoft Azure Cloud Services,Microsoft,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Microsoft Azure, Cloud Management, Cloud Platforms, Cloud Standards, Cloud-Based Integration, Software As A Service, Cloud Engineering, Cloud Storage, Databases",4.6,2000
Salesforce Fundamentals,"University of California, Irvine","Cloud Computing, Data Management, Leadership and Management, Salesforce",4.3,232
Fundamentos de la ciberseguridad,Google,"Python Programming, SQL",4.9,7000
"Cybersecurity Roles, Processes & Operating System Security",IBM,"Cloud Computing, Linux, Operating Systems, System Security",4.6,3000
The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,"Emotional Intelligence, Leadership and Management",4.7,802
Large Language Model Operations (LLMOps),Duke University,"Cloud Computing, Data Science, Machine Learning, Python Programming",,0
Positive Psychology: Martin E. P. Seligmanâs Visionary Science,University of Pennsylvania,,4.9,8000
PwC GST Taxation Executive,PwC India,"Leadership and Management, Finance, Financial Analysis, Taxes, Problem Solving",4.6,60
Global Diplomacy: the United Nations in the World,University of London,,4.7,5000
Troubles du spectre de l'autisme : diagnostic,University of Geneva,,4.9,708
CVS Health Call Center Customer Service,CVS Health,"Communication, Leadership and Management, Problem Solving",4.7,94
Market Research,Queen Mary University of London,"Market Research, Leadership and Management, Exploratory Data Analysis, Research and Design, Critical Thinking, Data Management, User Experience, Business Communication, Customer Analysis, Data Structures, User Research",4.5,160
International Leadership and Organizational Behavior,UniversitÃ  Bocconi,"Leadership and Management, Business Psychology, Culture, Human Resources, Communication, Entrepreneurship, Leadership Development, Organizational Development, Conflict Management",4.8,2000
Computational Thinking for Problem Solving,University of Pennsylvania,"Computational Thinking, Computer Programming, Problem Solving, Algorithms, Computational Logic, Critical Thinking, Programming Principles, Python Programming, Theoretical Computer Science, Process Analysis",4.7,4000
Understanding Einstein: The Special Theory of Relativity,Stanford University,Critical Thinking,4.9,3000
Algebra: Elementary to Advanced,Johns Hopkins University,"Algebra, Mathematics, Problem Solving, Linear Algebra, Applied Mathematics, Critical Thinking, Plot (Graphics), Mathematical Theory & Analysis, Computational Thinking, Decision Making",4.8,535
Spacecraft Dynamics and Control,University of Colorado Boulder,"Mathematics, Linear Algebra, Differential Equations, Angular, Mathematical Theory & Analysis, Algebra, Calculus, Geometry, Matlab, Problem Solving, Algorithms, Computer Programming, Spatial Analysis",4.8,407
Fundamentals of Music Theory,The University of Edinburgh,,4.5,7000
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,"Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, Data Analysis Software, General Statistics, Data Visualization",4.4,4000
Game Design and Development with Unity 2020,Michigan State University,"User Experience, Game Theory, Design and Product, Interactive Design, Software Engineering, User Experience Design, Computer Graphics, Computer Programming, Graphic Design, Software Engineering Tools, Creativity, Human Computer Interaction, Storytelling, Visual Design, Product Development",4.7,533
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,"Bioinformatics, Computational Thinking, Problem Solving, Biostatistics, Computational Logic, Critical Thinking",4.2,5000
Fundamentals of Accounting,University of Illinois at Urbana-Champaign,"Accounting, Financial Analysis, Cost Accounting, Management Accounting, Financial Accounting, Leadership and Management, General Accounting, Finance, Account Management, Financial Management, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Business Analysis, Decision Making, Data Analysis, Entrepreneurship, Strategy and Operations",4.6,9000
International Organizations Management,University of Geneva,"Entrepreneurship, Leadership and Management, Business Psychology, Organizational Development, Collaboration, Communication, Marketing, Sales, Strategy, Strategy and Operations",4.8,8000
Foundations of Global Health,Johns Hopkins University,"Leadership and Management, Training, Human Learning, Planning, Culture, Communication",4.7,1000
DÃ©veloppement psychologique de l'enfant,University of Geneva,,4.9,661
Digital Manufacturing & Design Technology,University at Buffalo,"Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Business Transformation, Cloud Computing, Cyberattacks, Operations Management, Security Engineering, Big Data, Cloud Storage, Communication, Computer Architecture, Computer Security Models, Interactive Design, Network Security, Planning, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Software Engineering, Exploratory Data Analysis, Business Communication, Marketing",4.6,6000
Introduction to Environmental Science,Dartmouth College,,4.7,90
Dog Emotion and Cognition,Duke University,,4.7,5000
Tally Bookkeeper,Tally Education and Distribution Services Private Limited,"Accounting Software, Accounting, Finance, Financial Accounting, General Accounting, Data Management, Taxes, Billing & Invoicing, Cash Management, Cost Accounting, Inventory Management, Supply Chain and Logistics, Financial Management, Payments, Accounts Payable and Receivable, Business Analysis, Data Analysis, Financial Analysis, Banking, Budget Management, Corporate Accouting, Data Architecture, Shipping and Receiving",4.5,121
Python Project for Data Engineering,IBM,"Computer Programming, Data Management, Data Mining, Data Structures, Extract, Transform, Load, Python Programming",4.6,571
Design of Experiments,Arizona State University,"Probability & Statistics, Experiment, Statistical Analysis, General Statistics, Statistical Tests, Data Analysis, Research and Design, Regression, Plot (Graphics), Basic Descriptive Statistics, Data Analysis Software",4.7,305
Chinese for Beginners,Peking University,Communication,4.8,19000
Narrative Economics,Yale University,"Critical Thinking, Storytelling",4.8,406
Semiconductor Packaging,Arizona State University,,4.7,48
C Programming for Everybody,University of Michigan,Computer Programming,5.0,10
Arts and Heritage Management,UniversitÃ  Bocconi,"Leadership and Management, Marketing, Strategy, Communication, Customer Relationship Management, Organizational Development, Strategy and Operations, Brand Management, Business Process Management, Culture",4.8,3000
"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,"FinTech, Finance, Behavioral Economics, BlockChain, Financial Analysis, Financial Management, Market Research, Payments, Risk Management, General Statistics",4.6,4000
Agroforestry,University of Florida,,4.7,14
CVS Health Retail Customer Service,CVS Health,"Communication, Leadership and Management, Problem Solving, Social Media",4.7,82
Accounting Data Analytics,University of Illinois at Urbana-Champaign,"Python Programming, Statistical Programming, Data Analysis, Machine Learning, Computer Programming, Data Visualization, Probability & Statistics, Regression, Data Structures, Plot (Graphics), Accounting, General Statistics, Statistical Analysis, Algorithms, Machine Learning Algorithms, SQL, Theoretical Computer Science, Data Architecture, Microsoft Excel",4.7,516
Introduction to Technical Support,IBM,"Customer Success, Strategy and Operations, Communication, Customer Support, Information Technology",4.8,701
Drug Discovery,University of California San Diego,,4.6,6000
Embedding Sensors and Motors,University of Colorado Boulder,Computer Programming,4.6,6000
Impacts of the Environment on Global Public Health,University of Michigan,Planning,4.8,166
Financing and Investing in Infrastructure,UniversitÃ  Bocconi,"Finance, Investment Management, Leadership and Management, Project Management, Financial Analysis, Financial Management, Risk Management, Strategy and Operations, Contract Management, Business Analysis",4.8,9000
Children's Human Rights - An Interdisciplinary Introduction,University of Geneva,,4.7,1000
Competitive Strategy and Organization Design,Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen (LMU),"Strategy, Strategy and Operations, Leadership and Management, Marketing, Business Development, Business Design, Entrepreneurship, Human Resources, Organizational Development, Sales, Market Analysis, Product Strategy, Decision Making, Finance, Game Theory, Human Resources Operations, Innovation, Research and Design, Design and Product, Mergers & Acquisitions, Planning",4.7,6000
Social Work Practice: Advocating Social Justice and Change,University of Michigan,Communication,4.8,358
Microsoft Power Platform Fundamentals,Microsoft,"Business Analysis, Business Intelligence, Cloud Applications, Interactive Data Visualization, Application Development, Business Development, Data Model, Design and Product, Power BI, Software As A Service, User Experience Design, Data Analysis, Data Visualization",4.3,116
Data Analytics in the Public Sector with R,University of Michigan,"Data Analysis, Exploratory Data Analysis, Leadership and Management, General Statistics, R Programming, Statistical Programming",4.7,44
Introduction to Relational Databases (RDBMS),IBM,"Data Management, Database Administration, Database Application, Database Design, Databases, SQL, Data Architecture, Data Structures, Data Model, Database Theory, PostgreSQL",4.6,507
Fundraising and Development,"University of California, Davis","Planning, Strategy, Communication, Marketing, Leadership and Management, Organizational Development, Prospecting and Qualification, Strategy and Operations, Decision Making, People Development, Business Development, Taxes, Writing",4.6,315
Understanding child development: from synapse to society,Utrecht University,,4.6,283
Oracle SQL Databases,LearnQuest,"Database Administration, Database Application, Databases, SQL, Data Management, Database Design, Data Analysis, Data Structures, Database Theory, Data Architecture, Data Model, Design and Product",4.6,628
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,,4.8,3000
Medical Billing and Coding Essentials,MedCerts,,4.7,179
"Introduction to Financial Analysis - The ""Why?""",University of Illinois at Urbana-Champaign,"Accounting, Finance, Financial Accounting, General Accounting, Leadership and Management, Accounts Payable and Receivable, Financial Analysis, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Risk Management",4.7,148
Nuts and Bolts of U.S. Immigration Law,University of Pennsylvania,,4.9,116
Introduction to Medical Software,Yale University,"Software Engineering, Software Testing, Entrepreneurship, User Research",4.8,145
Introduction to Probability and Data with R,Duke University,"Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, R Programming, Exploratory Data Analysis, Statistical Programming, Statistical Tests, Computer Programming",4.7,6000
Introduction to Cosmetic Science and Ingredients,Olay,,,0
Liabilities and Equity in Accounting,Intuit,"Accounting, Financial Accounting, General Accounting, Finance, Financial Management, Taxes",4.3,562
Regression Analysis: Simplify Complex Data Relationships,Google,"Python Programming, Regression, Statistical Analysis",4.7,281
Marketing with TikTok,Aptly,"Marketing, Social Media, Digital Marketing, Media Strategy & Planning, Advertising Sales, Media Production, E-Commerce, Sales, Strategy, Market Analysis",4.7,123
Fundamentals of Social Media Advertising,Meta,"Advertising, Communication, Digital Marketing, Marketing, Sales, Marketing Design, Research and Design, Social Media, Brand Management",4.8,2000
Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,"Market Analysis, Finance, Business Analysis, Financial Analysis, Data Analysis, Behavioral Economics, Econometrics, Decision Making, Probability & Statistics, Accounting, Banking, General Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Accounting, Financial Management, Strategy and Operations, Investment Management, Market Research, Probability Distribution, Regulations and Compliance, Marketing, Risk Management, Securities Trading, Statistical Tests, Correlation And Dependence, Securities Sales, Strategy, Taxes, Game Theory, Regression, Microsoft Excel",4.8,8000
Introduction to English Common Law,University of London,,4.8,8000
Solar Energy Basics,The State University of New York,,4.8,4000
"Black Canadians: History, Presence, and Anti-Racist Futures",University of Alberta,,,0
Data Science Math Skills,Duke University,"Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Applied Mathematics, Calculus, Critical Thinking, Linear Algebra",4.5,12000
Generative AI Essentials: Overview and Impact,University of Michigan,,4.7,44
Microsoft Azure Security Engineer Associate (AZ-500),Microsoft,,4.5,27
Introduction to Genetics and Evolution,Duke University,,4.8,5000
How to Play Guitar,Berklee,Creativity,4.8,5000
Oil & Gas Industry Operations and Markets,Duke University,,4.8,8000
Computational Social Science,"University of California, Davis","Big Data, Computational Thinking, Data Analysis, Machine Learning, Human Learning, Network Analysis, Machine Learning Algorithms, Social Media, Critical Thinking, Data Management, Natural Language Processing, Algorithms, Exploratory Data Analysis, Network Architecture, Network Model, Probability & Statistics, Theoretical Computer Science, Applied Machine Learning, Computer Networking, Computer Programming, Data Model, Statistical Machine Learning, General Statistics, Graph Theory",4.6,945
MBA Essentials,University of Glasgow,Project Management,4.6,16
Sales Training for High Performing Teams,HubSpot Academy,"Sales, Strategy, Customer Relationship Management, Marketing, Communication, Leadership and Management, B2B Sales, Inside Sales, Prospecting and Qualification, Sales Systems, People Analysis, Negotiation, Decision Making, Business Analysis",4.7,982
Learning and Development,HRCI,Training,4.7,218
Introductory C Programming,Duke University,"Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",4.6,1000
Principles of UX/UI Design,Meta,"User Experience, Front-End Web Development, Human Computer Interaction, Interactive Design, Product Design, Web Design",4.7,670
Data Science with Databricks for Data Analysts,Databricks,"Data Analysis, Machine Learning, Machine Learning Algorithms, Algorithms, Exploratory Data Analysis, Human Learning, Python Programming, Apache, Applied Machine Learning, Data Management, SQL, Regression, Big Data, Feature Engineering, Statistical Programming, Data Science",4.5,549
Kotlin for Java Developers,JetBrains,"Computer Programming, Programming Principles, Algorithms, Data Structures, Problem Solving, Computational Logic, Mathematics, Software Engineering",4.7,2000
Introduction to Cybersecurity Fundamentals,Coursera Instructor Network,"Computer Security Incident Management, Leadership and Management",4.7,77
English for Business and Entrepreneurship,University of Pennsylvania,"Entrepreneurship, Business Analysis, Market Research, Planning, Marketing, Business Development, Creativity",4.8,7000
Foundations for Assisting in Home Care,The State University of New York,,4.8,391
Big Data,University of California San Diego,"Data Analysis, Big Data, Data Management, Databases, Data Model, Exploratory Data Analysis, Machine Learning, Data Analysis Software, Data Structures, Data Visualization, SQL, Data Mining, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Data Architecture, Data Warehousing, Machine Learning Algorithms, Process Analysis, Leadership and Management, Cloud Computing, PostgreSQL, Python Programming, Algorithms, Human Learning",4.5,14000
